Year;average_air_temperature;maximum_air_temperature;minimum_air_temperature;average_soil_surface_temperature;maximum_soil_surface_temperature;minimum_soil_surface_temperature;Partial_pressure_of_water_vapor_hPa;Average_relative_humidity;average_saturation_deficit_hPa;saturation_deficit_maximum_hPa;Atmospheric_pressure_at_the_station_level_hPa;Atmospheric_pressure_at_sea_level_hPa;Mean_wind_speed_m/s;Daily_precipitation_total_mm;Month_num;Decada_num
2011;20.3;27.3;13.3;26;51;12;10.7;47.0;14.3;26.1;967.0;1004.8;3.8;2.6;6;2
2011;18.9;24.8;13.3;23;43;11;13.5;64.0;9.3;18.9;966.1;1003.9;4.1;19.1;6;1
2011;19.5;26.5;13.9;23;44;13;13.4;62.0;10.1;20.1;968.0;1005.8;3.9;16.3;6;3
2011;19.6;25.6;14.5;23;41;13;14.0;64.0;9.8;18.3;968.3;1006.1;4.3;23.7;7;2
2011;21.9;28.9;14.2;28;53;13;11.5;47.0;16.2;29.8;975.4;1013.2;3.5;1.4;7;1
2011;20.7;27.4;14.9;25;44;14;15.9;68.0;9.8;20.1;972.0;1009.8;4.4;47.7;7;3
2011;20.8;27.5;13.8;25;46;12;13.1;57.0;12.8;24.1;975.0;1012.9;3.6;14.3;8;2
2011;18.0;23.7;12.9;23;43;12;13.0;65.0;8.2;16.8;970.5;1008.7;3.7;21.3;8;1
2011;15.1;21.8;8.8;19;41;7;9.8;59.0;8.4;17.5;974.0;1012.7;3.7;9.4;8;3
2011;17.6;24.6;11.2;20;38;9;8.6;48.0;12.4;21.8;974.8;1013.2;2.6;11.4;9;2
2011;18.7;27.4;9.1;23;48;7;7.9;41.0;15.1;28.5;977.0;1015.4;3.5;0.0;9;1
2011;9.5;16.0;2.9;11;27;1;7.0;62.0;5.5;11.1;977.8;1017.4;4.5;4.8;9;3
2012;12.8;21.6;4.0;17;43;1;6.0;44.0;10.0;18.8;977.2;1016.4;3.8;1.6;4;3
2012;7.3;14.5;0.9;6;18;-1;6.54;67.0;4.3;9.7;983.4;1023.7;4.1;13.1;4;1
2012;14.7;23.7;4.9;17;41;2;7.5;49.0;10.7;21.7;979.2;1018.2;2.3;0.0;4;2
2012;19.0;27.6;10.5;24;51;8;8.7;42.0;14.9;26.5;976.8;1015.2;3.8;5.7;5;3
2012;11.4;18.3;5.0;15;35;3;7.6;59.0;6.6;13.2;975.2;1014.5;5.0;11.9;5;1
2012;17.2;24.9;9.1;22;46;7;8.1;44.0;13.0;23.0;977.6;1016.3;4.8;0.7;5;2
2012;22.6;29.9;15.6;29;52;15;13.6;54.0;15.5;29.5;968.5;1006.0;3.3;10.5;6;3
2012;20.7;28.8;11.7;27;53;10;9.4;43.0;17.1;29.9;972.8;1010.7;3.7;1.9;6;1
2012;20.1;26.3;14.5;24;44;12;15.2;68.0;9.1;19.6;967.0;1004.7;3.5;42.8;6;2
2012;23.5;30.3;17.5;27;46;16;14.5;54.0;15.5;26.4;968.6;1006.0;4.4;26.1;7;3
2012;21.6;28.7;15.1;26;44;14;14.0;57.0;12.7;23.4;971.9;1009.6;4.8;2.1;7;1
2012;26.7;34.3;17.3;33;58;16;11.6;35.0;25.5;41.0;973.8;1010.9;2.9;0.0;7;2
2012;17.9;24.6;11.4;21;40;10;11.9;61.0;9.6;18.5;970.8;1009.0;3.8;13.0;8;3
2012;21.3;28.2;14.1;27;48;13;13.2;56.0;13.3;24.8;973.5;1011.3;3.3;1.8;8;1
2012;23.7;32.3;15.0;28;51;14;11.9;44.0;19.4;35.6;975.7;1013.3;2.8;11.8;8;2
2012;11.5;18.5;4.4;14;32;2;6.5;50.0;7.7;13.6;980.4;1020.0;3.5;0.0;9;3
2012;16.5;24.5;8.0;20;44;6;7.1;41.0;13.1;23.1;974.7;1013.3;3.6;0.0;9;1
2012;13.6;20.2;8.0;15;31;6;8.3;57.0;8.3;16.0;973.5;1012.4;4.9;4.3;9;2
2013;11.4;17.6;6.5;12;26;4;9.8;74.0;4.1;9.2;971.9;1011.2;6.4;15.5;4;3
2013;3.9;10.6;-2.6;0;10;-5;5.9;72.0;3.5;7.6;987.2;1028.3;2.7;0.0;4;1
2013;7.5;12.9;2.9;7;19;1;7.28;72.0;4.1;8.8;975.1;1015.1;3.7;10.6;4;2
2013;15.2;22.6;6.8;21;44;5;8.6;53.0;9.9;18.9;977.8;1016.8;4.3;2.9;5;3
2013;11.5;18.0;5.1;16;36;3;7.6;59.0;6.8;13.5;977.6;1017.1;5.2;6.2;5;1
2013;11.5;17.4;4.8;17;41;3;8.0;59.0;6.4;11.8;974.2;1013.6;4.0;5.4;5;2
2013;21.3;28.0;13.8;26;49;13;11.7;48.0;14.7;25.1;970.0;1007.9;4.9;3.1;6;3
2013;17.2;23.2;10.6;22;45;9;10.0;54.0;10.5;18.2;970.8;1009.3;3.8;13.4;6;1
2013;18.4;24.8;10.8;24;48;9;10.9;55.0;11.3;21.4;975.7;1014.1;3.3;49.2;6;2
2013;21.3;27.7;15.5;26;47;15;17.0;70.0;9.4;19.0;965.3;1002.9;3.5;34.2;7;3
2013;17.4;23.1;12.1;22;41;11;13.8;71.0;6.8;13.6;967.2;1005.4;3.8;21.9;7;1
2013;18.5;24.4;13.4;22;43;12;15.1;73.0;7.0;15.4;965.6;1003.6;3.7;13.1;7;2
2013;17.9;24.8;12.6;20;35;12;13.7;69.0;7.8;17.3;971.9;1010.2;4.2;42.8;8;3
2013;20.2;25.9;16.1;23;40;15;17.6;76.0;6.6;14.6;964.5;1002.1;3.2;54.5;8;1
2013;17.3;23.9;10.6;22;41;9;13.6;72.0;7.0;15.7;977.8;1016.5;3.5;9.2;8;2
2013;11.7;20.5;3.8;14;34;2;6.5;51.0;8.5;17.5;974.7;1014.1;4.0;6.0;9;3
2013;18.2;26.0;10.7;22;43;9;12.0;60.0;10.1;21.2;976.6;1015.1;3.9;3.2;9;1
2013;8.6;14.8;2.4;12;30;2;7.7;69.0;4.0;8.7;979.9;1019.9;3.4;4.7;9;2
2014;5.6;13.0;-0.6;8;26;-3;5.16;60.0;4.6;9.4;977.9;1018.4;6.3;12.7;4;3
2014;3.6;10.5;-0.6;1;7;-2;6.07;77.0;2.1;5.1;974.0;1014.6;5.8;20.6;4;1
2014;5.4;12.2;-1.6;7;25;-4;5.08;59.0;4.9;9.6;986.8;1027.7;2.9;0.0;4;2
2014;14.3;20.8;8.4;19;37;7;10.7;68.0;7.0;14.8;974.9;1013.9;4.5;13.5;5;3
2014;16.3;24.3;7.4;21;44;5;8.2;46.0;11.5;21.1;980.2;1019.1;4.6;0.0;5;1
2014;15.8;23.8;7.6;21;42;6;9.3;54.0;10.7;20.7;981.5;1020.5;4.6;5.5;5;2
2014;23.9;31.0;16.1;29;53;15;14.4;52.0;16.5;29.8;974.1;1011.7;3.3;16.7;6;3
2014;15.6;22.1;8.4;22;47;6;7.9;47.0;10.8;18.4;978.8;1017.8;3.8;0.0;6;1
2014;23.7;31.5;15.1;29;55;14;12.1;45.0;18.6;33.3;969.8;1007.3;3.4;5.8;6;2
2014;15.8;22.4;10.9;20;39;10;11.6;68.0;6.9;14.0;966.7;1005.1;4.8;13.9;7;3
2014;20.9;28.2;14.5;25;45;13;14.0;62.0;12.5;23.7;972.3;1010.3;4.2;18.1;7;1
2014;17.5;24.5;12.0;21;44;11;12.4;65.0;8.8;16.9;967.1;1005.3;4.2;12.9;7;2
2014;23.2;31.5;15.1;27;49;14;10.5;41.0;20.4;34.6;975.6;1013.4;4.1;0.5;8;3
2014;21.5;29.0;12.4;28;53;11;11.0;47.0;15.9;28.3;976.6;1014.7;3.0;0.0;8;1
2014;21.5;29.1;14.2;27;50;13;12.0;51.0;15.7;28.3;972.2;1010.1;3.8;0.0;8;2
2014;9.1;15.6;3.2;11;27;2;7.3;68.0;4.8;10.5;977.9;1017.8;3.5;46.2;9;3
2014;12.6;20.2;4.8;18;41;4;7.3;53.0;8.4;16.4;976.7;1016.1;3.3;0.0;9;1
2014;10.2;17.6;3.3;14;35;2;7.1;60.0;6.4;13.3;978.9;1018.7;4.0;8.2;9;2
2015;9.8;15.5;4.2;11;25;2;8.6;72.0;4.1;9.1;975.3;1015.0;4.7;21.0;4;3
2015;-5.3;0.0;-10.4;-5;4;-12;4.01;88.0;0.56;1.1;985.9;1028.3;3.7;0.0;4;1
2015;6.4;11.7;2.1;2;10;-1;7.91;83.0;2.2;5.4;975.4;1015.5;4.5;11.0;4;2
2015;15.9;21.2;10.8;20;40;9;13.3;75.0;5.4;11.9;975.7;1014.4;3.5;27.0;5;3
2015;17.1;23.6;10.9;20;40;9;10.9;58.0;9.4;18.6;975.6;1014.3;4.4;4.6;5;1
2015;14.0;18.9;9.8;18;35;9;12.1;76.0;4.3;9.0;973.1;1012.0;4.9;21.9;5;2
2015;22.9;29.4;15.4;30;50;14;12.9;49.0;16.1;27.8;973.1;1010.8;5.1;0.0;6;3
2015;20.6;26.9;14.6;28;52;12;15.1;64.0;10.1;20.5;975.0;1013.1;3.4;3.3;6;1
2015;21.0;27.4;15.2;27;49;14;16.1;67.0;9.9;21.6;972.3;1010.2;4.4;15.2;6;2
