Year;average_air_temperature;maximum_air_temperature;minimum_air_temperature;average_soil_surface_temperature;maximum_soil_surface_temperature;minimum_soil_surface_temperature;Partial_pressure_of_water_vapor_hPa;Average_relative_humidity;average_saturation_deficit_hPa;saturation_deficit_maximum_hPa;Atmospheric_pressure_at_the_station_level_hPa;Atmospheric_pressure_at_sea_level_hPa;Mean_wind_speed_m/s;Daily_precipitation_total_mm;Month_num;Decada_num
2013;16.4;22.4;10.8;18.0;35.0;8.0;11.4;64.0;8.0;15.9;969.6;1015.6;3.2;2.0;9;1
2013;8.5;13.5;3.9;11.0;28.0;2.0;7.2;65.0;4.2;8.4;973.6;1021.2;1.9;0.0;9;2
2014;4.7;11.5;-2.1;6.0;20.0;-4.0;4.27;53.0;5.0;9.8;968.3;1016.3;5.9;0.3;4;3
2014;0.4;3.9;-2.1;-2.0;0.0;-4.0;5.05;80.0;1.4;2.6;964.2;1012.8;5.1;7.3;4;1
2014;4.8;10.4;-1.0;0.0;5.0;-5.0;4.8;57.0;4.6;8.6;979.6;1028.2;1.8;0.0;4;2
2014;14.3;21.2;7.6;19.0;36.0;6.0;9.0;56.0;9.0;17.5;968.0;1014.3;4.7;6.3;5;3
2014;14.4;21.6;7.1;17.0;36.0;3.0;8.0;50.0;9.3;17.5;972.7;1019.2;5.1;0.0;5;1
2014;17.0;23.4;10.3;21.0;40.0;8.0;9.0;48.0;12.3;20.2;974.8;1021.0;4.9;5.3;5;2
2014;22.3;28.8;16.3;28.0;48.0;15.0;12.0;47.0;15.7;27.0;968.1;1013.1;3.5;9.8;6;3
2014;15.8;22.0;9.1;20.0;40.0;7.0;6.9;39.0;12.0;19.3;971.4;1017.7;3.5;2.2;6;1
2014;22.1;29.1;14.3;28.0;51.0;12.0;10.7;43.0;17.1;28.5;961.6;1006.3;4.1;0.3;6;2
2014;13.2;17.8;9.0;16.0;27.0;8.0;11.3;76.0;4.2;9.7;958.6;1004.6;4.8;32.1;7;3
2014;19.4;24.5;14.9;22.0;34.0;13.0;14.8;68.0;8.7;17.0;965.8;1011.0;4.0;20.6;7;1
2014;14.0;20.0;9.4;18.0;31.0;9.0;11.5;73.0;5.3;11.7;960.1;1006.0;4.6;11.8;7;2
2014;21.0;28.7;14.1;24.0;42.0;12.0;10.6;47.0;16.7;29.1;968.1;1013.3;2.9;2.2;8;3
2014;20.6;27.5;13.8;26.0;47.0;13.0;13.0;56.0;12.3;23.9;969.3;1014.6;3.1;0.4;8;1
2014;20.1;27.5;14.0;23.0;41.0;12.0;13.1;59.0;12.4;23.2;964.6;1009.7;4.1;3.6;8;2
2014;8.6;14.7;3.0;10.0;23.0;1.0;6.1;59.0;5.7;11.1;970.9;1018.3;3.9;5.8;9;3
2014;11.0;16.9;5.5;14.0;32.0;3.0;7.3;58.0;6.5;12.7;969.7;1016.7;3.2;1.9;9;1
2014;8.9;15.3;3.4;10.0;26.0;1.0;6.9;62.0;5.3;10.8;971.1;1018.5;3.6;0.5;9;2
2015;6.6;12.8;1.5;6.0;17.0;-1.0;6.12;65.0;4.1;8.7;966.6;1014.2;4.0;5.4;4;3
2015;-3.9;0.1;-8.0;-6.0;-2.0;-10.0;4.05;84.0;0.78;1.5;977.6;1027.7;4.6;0.0;4;1
